Type,SKU,Nom,Description,Catégories,Attribut 1 name,Attribut 1 value(s),Attribut 1 visible,Attribut 1 global,Attribut 2 name,Attribut 2 value(s),Attribut 2 visible,Attribut 2 global,Parent,Prix régulier
variation,R-770187-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-770187,2781
variation,R-770187-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-770187,3169
variation,R-770187-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-770187,3499
variation,R-770187-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-770187,3814
variation,R-770187-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-770187,4349
variation,R-770187-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-770187,4799
variable,R-789410,Oval Diamond 3-Stone Ring with Pears,Stunning oval center diamond flanked by two matching pear shape side stones.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-789410-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-789410,1582
variation,R-789410-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-789410,1914
variation,R-789410-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-789410,2302
variation,R-789410-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-789410,2632
variation,R-789410-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-789410,2947
variation,R-789410-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-789410,3482
variation,R-789410-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-789410,3932
variation,R-789410-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-789410,1997
variation,R-789410-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-789410,2329
variation,R-789410-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-789410,2717
variation,R-789410-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-789410,3047
variation,R-789410-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-789410,3362
variation,R-789410-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-789410,3897
variation,R-789410-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-789410,4347
variation,R-789410-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-789410,2532
variation,R-789410-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-789410,2864
variation,R-789410-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-789410,3252
variation,R-789410-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-789410,3582
variation,R-789410-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-789410,3897
variation,R-789410-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-789410,4432
variation,R-789410-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-789410,4882
variable,R-794136,Radiant Cut Diamond Ring (Twisted Band),Radiant cut diamond set on a romantic twisted vine band paved with diamonds.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-794136-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-794136,1472
variation,R-794136-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-794136,1804
variation,R-794136-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-794136,2192
variation,R-794136-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-794136,2522
variation,R-794136-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-794136,2837
variation,R-794136-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-794136,3372
variation,R-794136-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-794136,3822
variation,R-794136-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-794136,1887
variation,R-794136-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-794136,2219
variation,R-794136-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-794136,2607
variation,R-794136-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-794136,2937
variation,R-794136-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-794136,3252
variation,R-794136-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-794136,3787
variation,R-794136-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-794136,4237
variation,R-794136-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-794136,2422
variation,R-794136-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-794136,2754
variation,R-794136-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-794136,3142
variation,R-794136-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-794136,3472
variation,R-794136-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-794136,3787
variation,R-794136-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-794136,4322
variation,R-794136-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-794136,4772
variable,R-830812,Round Diamond Pave Engagement Ring,Classic round brilliant diamond set on a thin shimmering pave band.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-830812-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-830812,1472
variation,R-830812-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-830812,1804
variation,R-830812-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-830812,2192
variation,R-830812-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-830812,2522
variation,R-830812-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-830812,2837
variation,R-830812-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-830812,3372
variation,R-830812-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-830812,3822
variation,R-830812-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-830812,1887
variation,R-830812-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-830812,2219
variation,R-830812-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-830812,2607
variation,R-830812-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-830812,2937
variation,R-830812-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-830812,3252
variation,R-830812-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-830812,3787
variation,R-830812-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-830812,4237
variation,R-830812-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-830812,2422
variation,R-830812-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-830812,2754
variation,R-830812-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-830812,3142
variation,R-830812-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-830812,3472
variation,R-830812-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-830812,3787
variation,R-830812-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-830812,4322
variation,R-830812-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-830812,4772
variable,R-835610,Round Diamond Engagement Ring (Pave),Timeless round solitaire on a delicate diamond-encrusted white gold band.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-835610-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-835610,1417
variation,R-835610-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-835610,1749
variation,R-835610-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-835610,2137
variation,R-835610-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-835610,2467
variation,R-835610-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-835610,2782
variation,R-835610-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-835610,3317
variation,R-835610-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-835610,3767
variation,R-835610-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-835610,1832
variation,R-835610-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-835610,2164
variation,R-835610-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-835610,2552
variation,R-835610-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-835610,2882
variation,R-835610-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-835610,3197
variation,R-835610-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-835610,3732
variation,R-835610-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-835610,4182
variation,R-835610-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-835610,2367
variation,R-835610-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-835610,2699
variation,R-835610-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-835610,3087
variation,R-835610-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-835610,3417
variation,R-835610-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-835610,3732
variation,R-835610-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-835610,4267
variation,R-835610-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-835610,4717
variable,R-856843,Diamond Floral / Cluster Ring (Semi-Mount),Intricate yellow gold ring featuring a floral diamond cluster suitable for a center stone.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-856843-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-856843,1572
variation,R-856843-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-856843,1904
variation,R-856843-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-856843,2292
variation,R-856843-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-856843,2622
variation,R-856843-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-856843,2937
variation,R-856843-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-856843,3472
variation,R-856843-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-856843,3922
variation,R-856843-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-856843,1987
variation,R-856843-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-856843,2319
variation,R-856843-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-856843,2707
variation,R-856843-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-856843,3037
variation,R-856843-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-856843,3352
variation,R-856843-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-856843,3887
variation,R-856843-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-856843,4337
variation,R-856843-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-856843,2522
variation,R-856843-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-856843,2854
variation,R-856843-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-856843,3242
variation,R-856843-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-856843,3572
variation,R-856843-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-856843,3887
variation,R-856843-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-856843,4422
variation,R-856843-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-856843,4872
variable,R-857045,Radiant Cut Diamond Engagement Ring (Pave Band),Stunning radiant cut diamond set in platinum with a sparkling diamond pave shank.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-857045-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-857045,1459
variation,R-857045-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-857045,1791
variation,R-857045-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-857045,2179
variation,R-857045-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-857045,2509
variation,R-857045-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-857045,2824
variation,R-857045-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-857045,3359
variation,R-857045-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-857045,3809
variation,R-857045-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-857045,1874
variation,R-857045-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-857045,2206
variation,R-857045-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-857045,2594
variation,R-857045-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-857045,2924
variation,R-857045-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-857045,3239
variation,R-857045-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-857045,3774
variation,R-857045-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-857045,4224
variation,R-857045-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-857045,2409
variation,R-857045-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-857045,2741
variation,R-857045-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-857045,3129
variation,R-857045-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-857045,3459
variation,R-857045-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-857045,3774
variation,R-857045-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-857045,4309
variation,R-857045-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-857045,4759
variable,R-864738,Radiant Cut Diamond Ring (Hidden Halo),Modern radiant cut solitaire featuring a hidden halo detail and diamond pave band.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-864738-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-864738,1536
variation,R-864738-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-864738,1868
variation,R-864738-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-864738,2256
variation,R-864738-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-864738,2586
variation,R-864738-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-864738,2901
variation,R-864738-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-864738,3436
variation,R-864738-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-864738,3886
variation,R-864738-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-864738,1951
variation,R-864738-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-864738,2283
variation,R-864738-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-864738,2671
variation,R-864738-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-864738,3001
variation,R-864738-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-864738,3316
variation,R-864738-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-864738,3851
variation,R-864738-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-864738,4301
variation,R-864738-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-864738,2486
variation,R-864738-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-864738,2818
variation,R-864738-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-864738,3206
variation,R-864738-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-864738,3536
variation,R-864738-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-864738,3851
variation,R-864738-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-864738,4386
variation,R-864738-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-864738,4836
variable,R-868567,Radiant Cut Diamond Ring (Twisted Pave),Romantic radiant cut diamond set on a twisted vine band with diamond accents.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-868567-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-868567,1578
variation,R-868567-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-868567,1910
variation,R-868567-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-868567,2298
variation,R-868567-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-868567,2628
variation,R-868567-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-868567,2943
variation,R-868567-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-868567,3478
variation,R-868567-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-868567,3928
variation,R-868567-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-868567,1993
variation,R-868567-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-868567,2325
variation,R-868567-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-868567,2713
variation,R-868567-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-868567,3043
variation,R-868567-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-868567,3358
variation,R-868567-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-868567,3893
variation,R-868567-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-868567,4343
variation,R-868567-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-868567,2528
variation,R-868567-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-868567,2860
variation,R-868567-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-868567,3248
variation,R-868567-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-868567,3578
variation,R-868567-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-868567,3893
variation,R-868567-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-868567,4428
variation,R-868567-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-868567,4878
variable,R-877223,Oval Diamond Engagement Ring (Floral Band),Unique oval diamond ring featuring a band adorned with floral diamond clusters.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-877223-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-877223,1675
variation,R-877223-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-877223,2007
variation,R-877223-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-877223,2395
variation,R-877223-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-877223,2725
variation,R-877223-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-877223,3040
variation,R-877223-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-877223,3575
variation,R-877223-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-877223,4025
variation,R-877223-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-877223,2090
variation,R-877223-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-877223,2422
variation,R-877223-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-877223,2810
variation,R-877223-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-877223,3140
variation,R-877223-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-877223,3455
variation,R-877223-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-877223,3990
variation,R-877223-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-877223,4440
variation,R-877223-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-877223,2625
variation,R-877223-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-877223,2957
variation,R-877223-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-877223,3345
variation,R-877223-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-877223,3675
variation,R-877223-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-877223,3990
variation,R-877223-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-877223,4525
variation,R-877223-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-877223,4975
variable,R-884536,Round Diamond Engagement Ring (Pave Band),Classic round solitaire set on a shimmering micropave diamond band.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-884536-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-884536,1473
variation,R-884536-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-884536,1805
variation,R-884536-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-884536,2193
variation,R-884536-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-884536,2523
variation,R-884536-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-884536,2838
variation,R-884536-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-884536,3373
variation,R-884536-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-884536,3823
variation,R-884536-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-884536,1888
variation,R-884536-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-884536,2220
variation,R-884536-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-884536,2608
variation,R-884536-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-884536,2938
variation,R-884536-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-884536,3253
variation,R-884536-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-884536,3788
variation,R-884536-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-884536,4238
variation,R-884536-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-884536,2423
variation,R-884536-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-884536,2755
variation,R-884536-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-884536,3143
variation,R-884536-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-884536,3473
variation,R-884536-3ct-18K,,,,Poids diamant,3 ct,,,Type d'or,18K,,,R-884536,3788
variation,R-884536-3.5ct-18K,,,,Poids diamant,3.5 ct,,,Type d'or,18K,,,R-884536,4323
variation,R-884536-4ct-18K,,,,Poids diamant,4 ct,,,Type d'or,18K,,,R-884536,4773
variable,R-890124,Oval Diamond Solitaire Ring,Sleek and modern oval diamond solitaire set in white gold.,Bagues,Poids diamant,"1 ct,1.5 ct,2 ct,2.5 ct,3 ct,3.5 ct,4 ct",1,1,Type d'or,"10K,14K,18K",1,1,,
variation,R-890124-1ct-10K,,,,Poids diamant,1 ct,,,Type d'or,10K,,,R-890124,1585
variation,R-890124-1.5ct-10K,,,,Poids diamant,1.5 ct,,,Type d'or,10K,,,R-890124,1917
variation,R-890124-2ct-10K,,,,Poids diamant,2 ct,,,Type d'or,10K,,,R-890124,2305
variation,R-890124-2.5ct-10K,,,,Poids diamant,2.5 ct,,,Type d'or,10K,,,R-890124,2635
variation,R-890124-3ct-10K,,,,Poids diamant,3 ct,,,Type d'or,10K,,,R-890124,2950
variation,R-890124-3.5ct-10K,,,,Poids diamant,3.5 ct,,,Type d'or,10K,,,R-890124,3485
variation,R-890124-4ct-10K,,,,Poids diamant,4 ct,,,Type d'or,10K,,,R-890124,3935
variation,R-890124-1ct-14K,,,,Poids diamant,1 ct,,,Type d'or,14K,,,R-890124,2000
variation,R-890124-1.5ct-14K,,,,Poids diamant,1.5 ct,,,Type d'or,14K,,,R-890124,2332
variation,R-890124-2ct-14K,,,,Poids diamant,2 ct,,,Type d'or,14K,,,R-890124,2720
variation,R-890124-2.5ct-14K,,,,Poids diamant,2.5 ct,,,Type d'or,14K,,,R-890124,3050
variation,R-890124-3ct-14K,,,,Poids diamant,3 ct,,,Type d'or,14K,,,R-890124,3365
variation,R-890124-3.5ct-14K,,,,Poids diamant,3.5 ct,,,Type d'or,14K,,,R-890124,3900
variation,R-890124-4ct-14K,,,,Poids diamant,4 ct,,,Type d'or,14K,,,R-890124,4350
variation,R-890124-1ct-18K,,,,Poids diamant,1 ct,,,Type d'or,18K,,,R-890124,2535
variation,R-890124-1.5ct-18K,,,,Poids diamant,1.5 ct,,,Type d'or,18K,,,R-890124,2867
variation,R-890124-2ct-18K,,,,Poids diamant,2 ct,,,Type d'or,18K,,,R-890124,3255
variation,R-890124-2.5ct-18K,,,,Poids diamant,2.5 ct,,,Type d'or,18K,,,R-890124,3585
